1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1,1,1,3,5,116,11,7,0,0,47,46,0,1,4,0,0,0,0,0,0,0,401,0,16,118,0,2,0,0,0,1,0,215,0,1,0,2,0,0,0,1,1,0,0,0,114,3,0,2,0,11,2,0,0,0,0,709,0,0,0,270,25
1,1,1,3,5,116,11,7,0,0,47,46,0,1,4,0,0,0,0,0,0,0,401,0,17,118,0,2,0,0,0,1,0,215,0,1,0,2,0,0,0,8,1,0,0,0,114,3,0,2,0,11,2,0,0,0,0,709,0,0,0,410,25
1,0,0,0,5,114,21,53,1,0,25,114,0,1,3,0,0,16,0,1,0,0,231,0,0,426,0,1,0,0,0,1,0,0,0,0,0,1,0,16,0,1,1,0,0,0,0,1,0,2,0,10,2,0,0,0,1,0,0,0,1,773,26
1,0,0,0,35,141,0,5,1,0,25,115,0,1,2,0,0,0,0,1,0,0,65,0,1,384,0,1,0,0,0,1,0,0,0,1,0,2,0,14,0,12,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,57,0,0,0,120,27
1,1,2,1,0,161,0,3,0,0,21,80,0,1,4,0,0,0,0,1,0,0,208,0,1,41,0,6,0,0,0,1,0,91,0,2,0,2,0,10,0,0,1,0,0,0,55,3,0,2,0,5,1,0,0,0,0,258,0,0,0,134,28
1,1,2,1,0,161,0,3,0,0,21,80,0,1,4,0,0,0,0,1,0,0,208,0,1,41,0,6,0,0,0,1,0,91,0,2,0,2,0,10,0,0,1,0,0,0,55,3,0,2,0,5,1,0,0,0,0,258,0,0,0,440,28
1,0,0,0,35,141,25,10,1,0,13,166,0,1,2,0,0,0,0,1,0,0,151,0,5,400,0,1,0,0,0,1,0,108,0,1,0,1,0,14,0,11,1,0,0,0,33,3,0,2,0,10,2,0,0,0,0,98,0,0,0,145,29
1,0,0,0,24,138,0,7,1,0,9,113,0,1,2,0,0,0,0,2,0,0,38,0,18,337,0,1,0,0,0,1,0,100,0,1,0,1,0,14,0,6,1,0,0,0,161,3,0,2,0,10,2,0,0,0,0,138,0,0,0,122,30
1,1,4,2,32,1,0,2,1,0,58,25,0,0,2,0,0,0,0,2,0,0,22,0,0,230,0,7,0,0,0,1,0,285,0,2,0,2,0,18,0,7,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,0,0,0,0,341,31
1,0,0,0,32,28,25,32,1,0,25,131,0,1,2,0,0,0,0,2,0,0,308,0,14,451,0,1,0,0,0,1,0,1,0,2,0,2,0,14,0,8,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,16,0,0,0,11,32
1,0,0,0,32,88,7,25,1,0,25,195,0,1,2,0,0,13,0,1,0,0,284,0,12,315,0,1,0,0,0,1,0,42,0,1,0,2,0,14,0,9,1,0,0,0,177,3,0,2,0,10,2,0,0,0,0,274,0,0,0,253,33
1,1,1,3,5,87,22,8,0,0,61,41,0,1,4,0,0,0,0,1,0,0,51,0,1,275,0,2,0,0,0,1,0,1,0,1,0,2,0,0,0,8,4,0,0,0,0,2,0,2,0,10,2,0,0,0,0,224,0,0,0,415,34
1,0,5,0,34,1,25,6,1,0,14,181,0,1,2,0,0,0,0,2,0,0,23,0,1,326,0,1,0,0,0,1,0,245,0,1,0,1,0,14,0,5,1,0,0,0,163,3,0,2,0,10,2,0,0,0,0,446,0,0,0,831,35
1,1,2,1,32,121,0,3,0,0,19,2,0,1,4,0,0,0,0,1,0,0,31,0,7,225,0,6,0,0,0,1,0,176,0,1,0,2,0,10,0,5,1,0,0,0,62,3,0,2,0,1,1,0,0,0,0,417,0,0,0,601,36
1,0,5,0,19,11,0,13,1,0,7,144,0,1,2,0,0,0,0,0,0,0,314,0,1,377,3,1,0,0,0,1,0,1,0,1,0,1,0,14,0,9,1,0,0,0,138,3,0,2,0,10,2,0,0,0,0,32,0,0,0,233,37
1,0,0,0,32,141,11,4,1,0,25,171,0,1,2,0,0,0,0,2,0,0,285,0,1,414,0,1,0,0,0,1,0,219,0,1,0,2,0,14,0,4,1,0,0,0,140,3,0,2,0,10,2,0,0,0,0,50,0,0,0,806,38
1,1,4,2,4,30,0,3,1,0,14,26,0,1,2,0,0,0,0,2,0,0,77,0,1,235,0,7,0,0,0,1,0,231,0,1,0,1,0,18,0,4,1,0,0,0,79,3,0,2,0,11,2,0,0,0,0,105,0,0,0,744,39
1,1,1,3,22,141,4,7,0,0,21,46,0,1,4,0,0,0,0,2,0,0,329,0,12,259,3,2,0,0,0,1,0,1,0,1,0,2,0,0,0,4,4,0,0,0,0,3,0,2,0,10,2,0,0,0,0,103,0,0,0,729,40
1,1,2,1,27,159,25,3,0,0,19,80,0,1,1,0,0,0,0,0,0,0,363,0,18,106,0,6,0,0,0,1,0,217,0,1,0,2,0,15,0,13,1,0,0,0,181,3,0,2,0,14,2,0,0,0,0,110,0,0,0,387,41
1,1,2,1,27,159,25,3,0,0,19,80,0,1,1,0,0,0,0,0,0,0,363,0,18,106,0,6,0,0,0,1,0,217,0,1,0,2,0,2,0,13,1,0,0,0,181,3,0,2,0,14,2,0,0,0,0,110,0,0,0,227,42
1,1,2,1,27,159,25,3,0,0,19,80,0,1,1,0,0,0,0,0,0,0,363,0,18,106,0,6,0,0,0,1,0,217,0,1,0,2,0,2,0,13,1,0,0,0,181,3,0,2,0,14,2,0,0,0,0,110,0,0,0,227,43
1,1,1,3,32,141,0,1,0,0,23,42,0,1,2,0,0,0,0,1,0,0,236,0,1,205,0,2,0,0,0,1,0,0,0,1,0,1,0,12,0,5,1,0,0,0,0,3,0,2,0,11,2,0,0,0,0,14,0,0,0,398,44
1,1,1,3,32,13,25,69,0,0,22,43,0,1,2,0,0,0,0,2,0,0,8,0,1,138,0,2,0,0,0,1,0,0,0,2,0,2,0,12,0,1,1,0,0,0,0,3,0,2,0,12,2,0,0,0,0,140,0,0,0,373,45
1,1,4,2,12,141,8,7,1,0,14,27,0,1,2,0,0,0,0,2,0,0,375,0,16,233,0,7,0,0,0,1,0,12,0,1,0,2,0,18,0,4,1,0,0,0,34,1,0,2,0,11,2,0,0,0,0,500,0,0,0,733,46
1,1,4,2,34,4,25,7,1,0,57,55,0,1,2,0,0,0,0,1,0,0,329,0,1,188,0,7,0,0,0,1,0,268,0,1,0,1,0,18,0,3,1,0,0,0,67,3,0,2,0,11,2,0,0,0,0,318,0,0,0,662,47
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,91,0,1,89,0,2,0,0,0,1,0,0,0,2,0,2,0,0,0,4,4,0,0,0,0,3,0,2,0,18,2,0,0,0,0,626,0,0,0,270,48
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,91,0,1,89,0,2,0,0,0,1,0,0,0,2,0,2,0,0,0,4,4,0,0,0,0,3,0,2,0,18,2,0,0,0,0,626,0,0,0,422,48
1,1,4,2,32,87,25,3,1,0,42,35,0,1,2,0,0,0,0,1,0,0,201,0,14,224,0,7,0,0,0,1,0,263,0,2,0,2,0,18,0,6,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,311,0,0,0,700,49
1,2,3,4,0,141,0,18,1,0,36,0,0,1,4,0,1,0,0,1,0,0,230,0,0,1,0,8,0,0,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,49,0,0,0,144,50
1,1,1,3,32,1,0,1,0,0,53,41,0,1,2,0,0,0,0,0,0,0,236,0,18,133,0,2,0,0,0,1,0,50,0,2,0,1,0,12,0,4,1,0,0,0,67,3,0,2,0,12,2,0,0,0,0,6,0,0,0,370,51
1,1,2,1,31,87,3,7,0,0,21,99,0,1,1,0,0,0,0,2,0,0,255,0,0,445,0,6,0,0,0,1,0,0,0,1,0,1,0,15,0,10,3,0,0,0,0,1,0,2,0,10,2,0,0,0,0,655,0,0,0,129,52
1,1,2,1,31,87,3,7,0,0,21,99,0,1,1,0,0,0,0,2,0,0,255,0,0,445,0,6,0,0,0,1,0,0,0,1,0,1,0,2,0,10,3,0,0,0,0,1,0,2,0,10,2,0,0,0,0,655,0,0,0,191,53
1,1,2,1,31,87,3,7,0,0,21,99,0,1,1,0,0,0,0,2,0,0,255,0,0,445,0,6,0,0,0,1,0,0,0,1,0,1,0,2,0,10,3,0,0,0,0,1,0,2,0,10,2,0,0,0,0,655,0,0,0,191,54
1,0,0,0,12,17,17,7,1,0,5,72,0,1,3,0,0,0,0,2,0,0,397,0,14,304,0,1,0,0,0,1,0,182,0,0,0,1,0,16,0,9,1,0,0,0,144,1,0,2,0,10,2,0,0,0,0,315,0,0,1,774,55
1,0,0,0,0,162,0,2,1,0,25,110,0,1,2,0,0,0,0,1,0,0,58,0,19,348,0,1,0,0,0,1,0,1,0,1,0,1,0,14,0,3,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,273,0,0,0,841,56
1,0,5,0,5,93,21,6,1,0,25,113,0,1,3,0,0,0,0,1,0,0,23,0,10,420,0,1,0,0,0,1,0,1,0,0,0,2,0,16,0,12,1,0,0,0,0,1,0,2,0,10,2,0,0,0,0,168,0,0,1,119,57
1,1,4,2,32,141,0,7,1,0,42,35,0,1,2,0,0,0,0,2,0,0,243,0,1,224,0,7,0,0,0,1,0,263,0,1,0,1,0,18,0,9,1,0,0,0,45,3,0,2,0,11,2,0,0,0,0,5,0,0,0,565,58
1,1,4,2,32,98,0,5,1,0,58,25,0,0,2,0,0,0,0,2,0,0,170,0,1,230,0,7,0,0,0,1,0,285,0,1,0,2,0,18,0,1,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,25,0,0,0,567,59
1,1,4,2,32,141,0,22,1,0,61,26,0,1,2,0,0,0,0,2,0,0,378,0,1,247,0,7,0,0,0,1,0,0,0,1,0,2,0,18,0,14,1,0,0,0,0,3,0,2,0,11,2,0,0,0,0,382,0,0,0,637,60
1,1,4,2,32,141,25,10,1,0,61,26,0,1,2,0,0,0,0,1,0,0,184,0,1,247,0,7,0,0,0,1,0,0,0,2,0,1,0,18,0,7,1,0,0,0,0,3,0,2,0,11,2,0,0,0,0,693,0,0,0,539,61
1,1,4,2,34,141,25,6,1,0,58,25,0,1,2,0,0,0,0,2,0,0,23,0,8,223,0,7,0,0,0,1,0,97,0,1,0,2,0,18,0,3,1,0,0,0,3,3,0,2,0,11,2,0,0,0,0,328,0,0,0,708,62
1,1,2,1,38,141,0,13,0,0,29,94,0,1,1,0,0,0,0,2,0,0,98,0,1,446,0,6,0,0,0,1,0,161,0,1,0,2,0,15,0,9,1,0,0,0,22,3,0,2,0,10,2,0,0,0,0,248,0,0,0,629,63
1,1,2,1,19,27,27,16,0,0,47,101,0,0,1,0,0,8,0,2,0,0,41,0,1,60,0,6,0,0,0,1,0,53,0,1,0,2,0,15,0,7,1,0,0,0,115,3,0,2,0,3,2,0,0,0,0,489,0,0,0,131,64
1,1,2,1,38,141,0,13,0,0,29,94,0,1,1,0,0,0,0,2,0,0,98,0,1,446,0,6,0,0,0,1,0,161,0,1,0,2,0,2,0,9,1,0,0,0,22,3,0,2,0,10,2,0,0,0,0,248,0,0,0,585,64
1,1,2,1,19,27,27,16,0,0,47,101,0,0,1,0,0,8,0,2,0,0,41,0,1,60,0,6,0,0,0,1,0,53,0,1,0,2,0,2,0,7,1,0,0,0,115,3,0,2,0,3,2,0,0,0,0,489,0,0,0,263,65
1,1,2,1,19,27,27,16,0,0,47,101,0,0,1,0,0,8,0,2,0,0,41,0,1,60,0,6,0,0,0,1,0,53,0,1,0,2,0,2,0,7,1,0,0,0,115,3,0,2,0,3,2,0,0,0,0,489,0,0,0,263,65
1,2,3,4,0,147,25,2,1,0,36,0,0,1,4,0,1,0,0,2,0,0,22,0,0,1,0,8,0,0,1,1,0,0,0,1,0,1,0,3,0,12,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,307,0,0,0,685,65
1,1,2,1,38,141,0,13,0,0,29,94,0,1,1,0,0,0,0,2,0,0,98,0,1,446,0,6,0,0,0,1,0,161,0,1,0,2,0,2,0,9,1,0,0,0,22,3,0,2,0,10,2,0,0,0,0,248,0,0,0,585,66
1,0,0,0,32,141,0,5,1,0,9,189,0,1,2,0,0,0,0,2,0,0,94,0,1,334,0,1,0,0,0,1,0,92,0,1,0,2,0,14,0,6,1,0,0,0,161,3,0,2,0,10,2,0,0,0,0,554,0,0,0,791,67
1,2,3,4,31,151,0,20,1,0,36,0,0,1,1,0,1,5,0,2,0,0,28,0,0,0,0,8,0,0,1,1,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,95,0,0,0,681,68
1,1,4,2,32,141,7,2,1,0,58,25,0,1,2,0,0,0,0,2,0,0,368,0,12,230,0,7,0,0,0,1,0,285,0,1,0,1,0,18,0,7,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,45,0,0,0,321,69
1,1,4,2,32,141,25,7,1,0,58,34,0,1,2,0,0,0,0,1,0,0,417,0,16,183,0,7,0,0,0,1,0,199,0,2,0,2,0,18,0,4,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,61,0,0,0,732,70
1,0,0,0,32,122,25,1,1,0,25,127,0,1,2,0,0,0,0,0,0,0,236,0,1,54,0,1,0,0,0,1,0,0,0,1,0,2,0,14,0,4,1,0,0,0,0,3,0,2,0,4,2,0,0,0,0,359,0,0,0,803,71
1,1,4,2,5,1,11,6,1,0,55,25,0,1,2,0,0,0,0,2,0,0,23,0,1,234,0,7,0,0,0,1,0,89,0,1,0,2,0,18,0,2,1,0,0,0,48,3,0,2,0,11,2,0,0,0,0,613,0,0,0,694,72
1,1,4,2,34,141,0,2,1,0,58,25,0,1,2,0,0,0,0,1,0,0,22,0,12,230,0,7,0,0,0,1,0,285,0,1,0,2,0,18,0,9,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,513,0,0,0,674,73
1,1,4,2,0,81,0,66,1,0,43,74,0,1,2,0,0,15,0,2,0,0,166,0,16,221,0,7,0,0,0,1,0,269,0,2,0,1,0,18,0,6,1,0,0,0,35,3,0,2,0,11,2,0,0,0,0,48,0,0,0,649,74
1,0,0,0,13,141,11,7,1,0,5,169,0,1,2,0,0,0,0,1,0,0,404,0,1,302,0,1,0,0,0,1,0,121,0,1,0,2,0,14,0,13,1,0,0,0,78,3,0,2,0,10,2,0,0,0,0,402,0,0,0,70,75
1,0,0,0,12,141,17,3,1,0,25,67,0,1,2,0,0,1,0,0,0,0,422,0,1,368,0,1,0,0,0,1,0,0,0,1,0,2,0,14,0,4,1,0,0,0,0,2,0,2,0,10,2,0,0,0,0,491,0,0,0,140,76
1,1,4,2,19,141,0,1,1,0,58,25,0,0,2,0,0,0,0,0,0,0,300,0,1,230,0,7,0,0,0,1,0,285,0,1,0,2,0,18,0,2,1,0,0,0,55,3,0,2,0,11,2,0,0,0,0,577,0,0,0,672,77
1,0,0,0,12,88,8,9,1,0,5,183,0,1,3,0,0,1,0,2,0,0,92,0,14,319,0,1,0,0,0,1,0,203,0,0,0,2,0,16,0,7,1,0,0,0,186,1,0,2,0,10,2,0,0,0,0,233,0,0,1,5,78
1,0,5,0,34,124,25,3,1,0,25,51,0,1,2,0,0,0,0,2,0,0,307,0,20,33,0,1,0,0,0,1,0,115,0,1,0,2,0,14,0,12,1,0,0,0,112,0,0,2,0,6,2,0,0,0,0,566,0,0,2,842,79
1,1,1,3,31,103,0,2,0,0,24,45,0,1,4,0,0,0,0,0,0,0,22,0,1,285,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,14,4,0,0,0,0,3,0,2,0,10,2,0,0,0,0,657,0,0,0,680,80
1,0,5,0,0,121,27,3,1,0,25,135,0,1,2,0,0,5,0,1,0,0,409,0,14,350,3,1,0,0,0,1,0,1,0,2,0,2,0,14,0,13,1,0,0,0,0,3,0,2,0,10,2,0,0,0,0,407,0,0,0,251,81
1,1,2,1,32,141,0,5,0,0,50,19,0,1,4,0,0,0,0,1,0,0,195,0,1,242,0,6,0,0,0,1,0,1,0,1,0,2,0,10,0,0,1,0,0,0,15,3,0,2,0,11,1,0,0,0,0,323,0,0,0,187,82
1,1,4,2,5,141,11,3,1,0,14,29,0,1,2,0,0,0,0,2,0,0,118,0,1,216,0,7,0,0,0,1,0,30,0,2,0,2,0,18,0,7,1,0,0,0,34,3,0,2,0,11,2,0,0,0,0,465,0,0,0,689,83
1,1,4,2,1,15,20,3,1,0,14,29,0,1,2,0,0,0,0,1,0,0,59,0,19,216,0,7,0,0,0,1,0,30,0,1,0,1,0,18,0,3,1,0,0,0,34,1,0,2,0,11,2,0,0,0,0,385,0,0,0,533,84
1,0,0,0,12,93,17,6,1,0,25,143,0,1,3,0,0,0,0,2,0,0,23,0,1,438,0,1,0,0,0,1,0,96,0,0,0,1,0,16,0,2,1,0,0,0,0,1,0,2,0,10,2,0,0,0,0,378,0,0,1,771,85
1,0,0,0,31,151,0,20,1,0,25,64,0,1,2,0,0,8,0,2,0,0,364,0,1,300,0,1,0,0,0,1,0,132,0,1,0,2,0,14,0,5,1,0,0,0,145,3,0,2,0,10,2,0,0,0,0,319,0,0,0,829,86
1,1,4,2,3,137,7,22,1,0,42,48,0,1,2,0,0,0,0,1,0,0,265,0,0,129,0,7,0,0,0,1,0,23,0,1,0,2,0,18,0,2,1,0,0,0,134,3,0,2,0,13,2,0,0,0,1,0,0,0,0,340,87
1,1,1,3,32,141,25,1,0,0,23,42,0,1,4,0,0,0,0,1,0,0,25,0,0,152,0,2,0,0,0,1,0,1,0,1,0,2,0,0,0,2,4,0,0,0,0,3,0,2,0,11,2,0,0,0,0,143,0,0,0,408,88
1,1,1,3,32,141,25,1,0,0,23,42,0,1,4,0,0,0,0,1,0,0,25,0,1,152,0,2,0,0,0,1,0,1,0,1,0,2,0,0,0,12,4,0,0,0,0,3,0,2,0,11,2,0,0,0,0,143,0,0,0,412,88
1,1,4,2,0,87,0,3,1,0,58,62,0,1,2,0,0,0,0,0,0,0,278,0,13,169,3,7,0,0,0,1,0,5,0,1,0,2,0,18,0,7,1,0,0,0,50,3,0,2,0,11,2,0,0,0,0,432,0,0,0,719,89
1,1,4,2,0,74,0,59,1,0,60,28,0,1,2,0,0,0,0,2,0,0,2,0,7,195,0,7,0,0,0,1,0,198,0,2,0,2,0,18,0,5,1,0,0,0,44,3,0,2,0,11,2,0,0,0,0,337,0,0,0,351,90
1,0,0,0,19,89,0,10,1,0,32,89,0,1,2,0,0,0,0,1,0,0,62,0,12,283,0,5,0,0,0,1,0,236,0,1,0,1,0,7,0,7,1,0,0,0,64,3,0,2,0,10,2,0,0,0,0,181,0,0,0,754,91
1,1,1,3,0,122,23,1,0,0,64,42,0,1,2,0,0,0,0,2,0,0,300,0,12,148,3,2,0,0,0,1,0,243,0,1,0,2,0,12,0,13,1,0,0,0,90,3,0,2,0,11,2,0,0,0,0,159,0,0,0,280,92
1,1,4,2,27,141,0,6,1,0,61,26,0,0,2,0,0,0,0,0,0,0,23,0,1,247,0,7,0,0,0,1,0,0,0,1,0,2,0,18,0,5,1,0,0,0,0,3,0,2,0,11,2,0,0,0,0,654,0,0,0,550,93
1,1,2,1,27,159,25,3,0,0,19,80,0,1,4,0,0,0,0,2,0,0,360,0,18,106,0,6,0,0,0,1,0,217,0,1,0,1,0,10,0,0,1,0,0,0,181,3,0,2,0,14,1,0,0,0,0,110,0,0,0,109,94
1,0,0,0,0,20,27,64,1,0,26,82,0,1,2,0,0,0,0,1,0,0,54,0,1,271,0,5,0,0,0,1,0,48,0,2,0,2,0,7,0,5,1,0,0,0,64,3,0,2,0,10,2,0,0,0,0,381,0,0,0,747,95
1,1,4,2,19,162,27,2,1,0,58,28,0,0,2,0,0,0,0,2,0,0,119,0,12,97,0,7,0,0,0,1,0,142,0,1,0,2,0,18,0,4,1,0,0,0,44,3,0,2,0,15,2,0,0,0,0,166,0,0,0,739,96
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,2,0,0,424,0,15,460,0,6,0,0,0,1,0,87,0,2,0,1,0,15,0,9,1,0,0,0,13,3,0,2,0,9,2,0,0,0,0,594,0,0,0,111,97
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,2,0,0,424,0,15,460,0,6,0,0,0,1,0,87,0,2,0,1,0,2,0,9,1,0,0,0,13,3,0,2,0,9,2,0,0,0,0,594,0,0,0,409,97
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,2,0,0,424,0,15,460,0,6,0,0,0,1,0,87,0,2,0,1,0,2,0,9,1,0,0,0,13,3,0,2,0,9,2,0,0,0,0,594,0,0,0,409,98
1,0,0,0,32,169,0,4,1,0,27,0,0,1,2,0,0,0,0,2,0,0,14,0,12,79,0,3,0,0,0,1,0,288,0,1,0,2,0,4,0,6,1,0,0,0,14,3,0,2,0,19,2,0,0,0,0,350,0,0,0,752,99
1,0,5,0,0,59,27,16,1,0,5,186,0,1,2,0,0,0,0,2,0,0,41,0,15,170,0,1,0,0,0,1,0,173,0,1,0,2,0,14,0,4,1,0,0,0,138,3,0,2,0,11,2,0,0,0,0,250,0,0,0,804,100
