1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,2,1,10,43,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,0,5,0,44,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,16,0,23,46,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,25,1,3,50,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,15,6,22,51,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,3,2,11,52,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,18,2,25,53,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,1,0,9,58,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,17,1,24,61,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,30,6,8,66,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,26,2,4,67,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,14,5,21,114,30,15,15,0,15,14,10,10,8,10,2,7,7,8,7,11,7,7,0
0,0,0,2,1,10,7,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,0,5,0,9,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,10,2,18,10,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,30,6,8,14,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,7,6,15,15,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,24,0,30,21,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,11,6,1,22,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,9,1,17,22,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,29,5,7,24,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,12,3,19,24,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,21,5,28,25,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,3,2,11,29,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,4,3,12,29,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,15,6,22,29,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,17,1,24,30,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,28,4,6,32,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,23,6,29,33,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,22,0,2,36,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,16,0,23,38,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,14,5,21,43,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,26,2,4,44,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,13,4,20,44,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,27,3,5,45,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,19,3,26,57,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,25,1,3,62,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,6,5,14,67,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,18,2,25,67,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,8,0,16,93,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,1,0,9,111,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,5,4,13,119,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,20,4,27,119,35,14,14,16,14,12,12,12,11,12,4,7,7,8,7,11,7,7,0
0,0,0,29,5,7,16,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,6,5,14,31,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,23,6,29,36,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,17,1,24,41,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,0,5,0,47,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,8,0,16,49,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,18,2,25,50,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,24,0,30,70,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,25,1,3,73,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,22,0,2,75,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,28,4,6,75,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,15,6,22,77,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,12,3,19,84,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,11,6,1,85,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,5,4,13,85,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,1,0,9,86,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,9,1,17,86,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,30,6,8,90,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,13,4,20,91,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,19,3,26,97,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,3,2,11,98,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,27,3,5,99,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,4,3,12,99,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,20,4,27,100,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,10,2,18,103,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,2,1,10,104,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,26,2,4,105,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,7,6,15,109,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,16,0,23,110,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,21,5,28,119,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,14,5,21,121,28,13,13,6,13,2,2,2,0,2,5,12,12,0,12,13,9,9,1
0,0,0,0,5,0,9,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,30,6,8,10,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,10,2,18,10,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,3,2,11,13,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,7,6,15,15,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,5,4,13,20,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,24,0,30,21,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,11,6,1,22,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,9,1,17,22,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,27,3,5,23,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,29,5,7,24,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,21,5,28,25,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,4,3,12,29,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,6,5,14,30,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,17,1,24,30,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,23,6,29,30,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,28,4,6,32,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,22,0,2,36,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,8,0,16,37,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,16,0,23,38,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,2,1,10,43,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,26,2,4,44,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,13,4,20,44,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,12,3,19,55,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,19,3,26,57,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,1,0,9,66,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,18,2,25,67,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,14,5,21,69,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,25,1,3,117,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,20,4,27,119,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,15,6,22,121,10,7,7,9,7,11,8,8,6,8,1,2,2,3,2,0,4,4,2
0,0,0,21,5,28,62,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,7,6,15,70,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,18,2,25,70,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,22,0,2,71,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,1,0,9,71,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,0,5,0,72,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,27,3,5,75,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,30,6,8,76,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,26,2,4,79,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,29,5,7,80,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,15,6,22,80,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,5,4,13,81,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,25,1,3,83,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,4,3,12,86,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,20,4,27,86,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,14,5,21,91,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,9,1,17,94,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,13,4,20,95,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,2,1,10,98,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,19,3,26,99,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,24,0,30,99,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,16,0,23,100,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,11,6,1,103,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,12,3,19,104,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,17,1,24,104,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,23,6,29,104,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,3,2,11,105,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,6,5,14,105,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,8,0,16,105,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,10,2,18,105,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,28,4,6,108,6,13,13,6,13,2,2,2,0,2,5,3,3,5,3,2,11,11,3
0,0,0,30,6,8,7,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,21,5,28,7,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,10,2,18,9,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,5,4,13,17,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,7,6,15,20,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,13,4,20,21,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,26,2,4,22,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,18,2,25,22,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,28,4,6,23,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,12,3,19,24,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,1,0,9,26,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,27,3,5,27,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,3,2,11,29,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,15,6,22,29,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,2,1,10,32,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,20,4,27,33,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,25,1,3,34,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,29,5,7,34,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,23,6,29,38,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,8,0,16,44,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,16,0,23,48,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,9,1,17,51,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,19,3,26,51,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,11,6,1,55,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,24,0,30,55,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,17,1,24,56,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,0,5,0,58,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,4,3,12,61,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,22,0,2,62,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,14,5,21,62,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,6,5,14,68,34,7,7,9,7,11,8,8,6,8,1,11,11,12,11,12,11,11,3
0,0,0,1,0,9,2,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,4,3,12,5,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,25,1,3,6,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,27,3,5,8,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,3,2,11,10,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,0,5,0,14,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,6,5,14,16,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,10,2,18,17,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,12,3,19,25,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,21,5,28,27,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,30,6,8,29,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,5,4,13,29,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,16,0,23,31,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,19,3,26,33,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,23,6,29,37,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,15,6,22,42,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,14,5,21,45,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,2,1,10,47,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,24,0,30,48,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,8,0,16,52,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,17,1,24,60,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,20,4,27,62,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,11,6,1,113,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,26,2,4,113,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,18,2,25,114,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,28,4,6,115,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,22,0,2,117,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,29,5,7,117,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,13,4,20,118,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,7,6,15,119,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,9,1,17,119,8,1,1,2,1,6,1,1,13,1,0,10,10,4,10,3,1,0,4
0,0,0,7,6,15,5,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,2,1,10,10,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,15,6,22,25,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,30,6,8,46,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,11,6,1,65,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,5,4,13,70,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,0,5,0,75,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,13,4,20,75,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,14,5,21,75,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,29,5,7,76,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,26,2,4,77,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,6,5,14,79,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,28,4,6,80,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,3,2,11,81,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,9,1,17,81,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,27,3,5,86,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,25,1,3,91,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,10,2,18,91,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,1,0,9,94,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,4,3,12,95,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,20,4,27,95,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,8,0,16,96,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,12,3,19,96,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,18,2,25,100,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,22,0,2,105,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,19,3,26,110,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,23,6,29,115,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,21,5,28,119,9,2,2,4,2,1,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,2,1,10,68,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,25,1,3,74,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,16,0,23,75,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,27,3,5,77,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,28,4,6,78,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,22,0,2,81,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,26,2,4,81,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,8,0,16,84,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,17,1,24,86,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,3,2,11,92,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,10,2,18,93,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,13,4,20,93,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,19,3,26,93,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,5,4,13,95,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,20,4,27,95,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,9,1,17,97,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,12,3,19,97,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,24,0,30,97,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,1,0,9,100,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,4,3,12,106,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,18,2,25,110,2,0,0,1,0,17,8,8,6,8,1,10,10,4,10,3,1,0,4
0,0,0,18,2,25,15,23,3,3,5,3,0,3,3,1,3,3,10,10,4,10,3,1,0,4
