78343,209230,123149,75039,15829,150048,95273,209230,57151,209230,75072,111878,138319,77746,30
89865,138865,232554,14229,155895,125336,94632,138865,59471,138839,14229,4987,41405,110717,30
12279,201355,34084,62100,79137,154656,236925,201371,166391,201313,62100,115311,173776,118102,30
93175,109012,233460,48928,75012,99416,22933,109025,37637,109012,48956,192161,122400,147664,30
188871,105277,166988,138013,169535,169516,196880,105277,206812,105277,138041,149584,63501,159452,30
168517,151672,36668,178194,209887,209413,225418,151684,154046,151672,178194,213590,22557,169230,30
67753,52051,226659,246255,48300,156679,166892,52051,62405,52051,246255,137528,45581,197972,30
82422,172657,114463,121731,75462,9086,61089,172657,184586,172657,121754,21669,160634,28032,40
12993,38709,157672,161648,109146,128248,25805,38727,102891,38709,161648,95885,164113,121579,40
134266,70641,135773,248733,230066,52210,247772,70641,1445,70641,248733,59173,147229,126725,40
237196,181508,166049,230964,89189,201310,85927,181518,56811,181508,231000,58362,75793,136043,40
191139,181827,47983,80081,195176,79002,107098,181827,229629,181787,80117,69969,82923,187256,40
83467,176990,145571,34853,164076,108394,11881,176990,229439,176990,34880,24579,31920,223454,40
112161,239717,88597,128815,154975,200881,201642,239731,138396,239696,128815,178966,13016,229569,40
42204,161973,183369,227372,214670,177469,209823,161973,115947,161946,227372,86332,137657,35099,47
210560,175444,124176,223118,182716,57771,11568,175458,166467,175408,223118,64084,85067,35282,47
5548,76856,200276,6190,213795,51250,116588,76856,71423,76822,6231,6527,215043,69086,47
81099,43671,72231,159261,188862,147136,100739,43671,210028,43671,159291,186820,240586,126986,47
145537,237228,202391,188196,95825,432,206088,237248,190006,237228,188225,151319,60250,128161,47
110525,211174,219766,53322,102807,148777,16221,211174,171599,211149,53322,116471,180675,155629,47
197505,120207,174277,194603,41379,234938,196586,120207,141009,120173,194625,118951,36638,179253,47
191034,214127,5714,163052,18009,95018,41988,214142,76530,214127,163084,192826,151985,200934,47
40270,99783,28865,24629,176638,145261,28879,99790,48675,99762,24671,166885,118880,59291,55
84634,191695,177026,237142,45891,96057,100970,191716,87819,191669,237142,80657,148120,80489,55
80689,83793,92558,53322,149943,138970,88146,83793,42194,83793,53322,95356,63930,115091,55
35721,77109,88499,20649,31343,131221,65838,77125,241590,77109,20649,134904,166316,153391,55
21985,27011,96519,236050,209727,104263,241791,27011,220106,27011,236050,242411,234260,164131,55
189984,69474,136086,70889,114150,30206,64932,69488,120730,69474,70889,175114,9802,191300,55
78927,27273,20147,104767,46385,203651,248681,27273,235760,27247,104796,220017,212198,248740,55
56504,125267,180854,204563,130264,193608,13836,125267,44260,125267,204563,115108,71910,14155,62
182774,24399,110745,154307,112244,232461,243278,24409,7278,24399,154307,89177,223907,93281,62
246433,69506,112264,122114,123900,176881,57377,69506,61830,69474,122114,246690,141849,101541,62
248237,116976,93783,97240,39891,170909,141992,116976,136331,116952,97280,38809,228528,103243,62
226686,143166,30976,134222,32891,185478,68724,143187,109558,143166,134245,66240,132285,237198,62
155640,195270,241685,83492,172667,182946,89675,195270,240285,195270,83492,52128,88110,19907,67
79871,40521,97455,118854,177673,206902,217885,40521,216946,40499,118883,99745,194564,83037,67
59380,117324,20066,186520,145908,26859,109424,117340,141713,117324,186520,45087,115344,122765,67
13039,154066,163817,210236,220633,52396,123096,154066,176860,154044,210265,175093,175460,127768,67
157193,108709,170514,169493,228674,221902,178415,108725,162376,108709,169493,114272,244340,190421,67
248687,93654,80355,49303,231244,12791,112164,93654,43428,93624,49303,14248,100843,194964,67
224103,232646,130915,28032,132301,111270,44879,232667,123820,232646,28067,109831,24732,213308,67
12904,161783,231172,198338,157003,68539,86815,161783,176488,161756,198338,145231,33140,51190,74
220585,108815,224098,141149,17503,241884,165477,108815,111632,108815,141177,126415,72976,65907,74
131523,229014,193471,199819,217029,30665,70349,229029,137836,228984,199850,165103,52362,107918,74
179669,226692,58060,101822,4566,234515,172609,226692,99547,226662,101847,148217,249091,130724,74
93311,23339,77628,133737,34982,102932,181423,23339,74075,23339,133769,85709,183863,154189,74
13921,151157,212814,240415,46198,109213,100246,151174,105820,151131,240447,78259,226208,198573,74
230011,148657,44834,185344,6736,106608,175206,148657,158575,148628,185372,174943,45619,210695,74
94107,194956,244440,70381,76216,144417,9150,194956,33367,194956,70381,82742,212712,219215,74
162266,112848,8171,113606,9627,117017,56890,112848,219033,112813,113638,15849,82160,237281,74
80793,39475,227338,230605,99860,18619,165889,39484,145976,39443,230632,122296,135665,1199,83
75410,137357,90059,112561,174492,228382,12632,137357,126010,137336,112588,199175,141167,9714,83
34180,241199,200362,120727,116973,134453,231270,241199,154895,241167,120727,107271,2207,12580,83
214977,177332,114386,173673,20098,104500,238376,177332,233756,177298,173673,6843,21161,52263,83
46661,191847,196240,98681,84398,48003,61923,191862,127395,191818,98681,27982,19422,63771,83
224940,117013,241693,167272,49455,217655,51834,117013,176123,117013,167272,31937,174808,88827,83
227407,189467,113988,140711,83323,32714,228992,189480,228814,189431,140738,162204,112945,101715,83
49039,235160,71372,48810,200834,113153,31232,235174,12722,235134,48810,231307,217782,101978,83
171820,93654,85458,230545,231244,110775,124989,93680,172288,93624,230583,170737,198798,30207,91
88777,219360,64132,153739,174254,174294,185810,219369,54321,219324,153767,195807,155145,36837,91
164964,198826,186155,59942,39643,1678,87962,198826,59184,198797,59977,247729,188092,43416,91
53340,187347,52169,197185,178677,22569,249676,187347,199398,187320,197203,210610,12671,18668,94
48834,55989,51197,117836,50078,170560,177019,55989,149859,55989,117836,65238,202979,26145,94
173992,8648,71865,66368,133879,50939,173689,8659,243244,8648,66395,175214,75214,37072,94
517,31149,15671,14356,240329,10511,125504,31149,58090,31107,14389,46398,135400,81239,94
22295,150780,2395,197185,180879,98903,238858,150780,2659,150748,197203,214408,192467,110205,94
210955,169345,134534,198210,25983,145614,191115,169345,83211,169309,198210,67775,105099,163073,94
68806,547,90490,103666,81826,189547,134254,547,221236,519,103666,168171,167763,182546,94
239985,124208,119302,185721,43199,17114,197020,124208,63399,124174,185721,72445,52436,191962,94
86835,108846,182271,97738,26977,10866,240678,108862,98160,108815,97738,249338,31270,210173,94
15497,2131,220789,200360,63174,165907,28810,2146,42238,2106,200380,194890,111012,233050,94
223887,105539,81107,208421,6318,71955,206214,105553,71055,105508,208421,103118,160058,245579,94
116750,17957,115712,65040,70693,163099,91649,17957,82265,17957,65070,224336,30398,169981,105
137039,150267,48981,93181,26684,50119,162273,150282,67894,150248,93181,128871,14925,177947,105
234104,190940,55362,30110,54970,145427,139631,190964,58342,190940,30110,26181,127495,196480,105
120440,179778,41172,152018,40345,33040,3509,179778,138637,179744,152018,31376,203326,196642,105
156037,32510,205589,166770,145051,220627,44226,32523,16026,32510,166796,92012,96713,220869,105
220265,224458,131323,7251,70630,89374,238164,224458,118431,224458,7287,129796,123345,230773,105
108405,76006,86999,138645,194311,177020,154758,76024,207236,75977,138663,221844,169576,230786,105
216717,1133,202033,182023,5405,204606,166337,1151,39664,1100,182059,88064,43885,237357,105
171744,33591,68473,68070,241425,64678,70727,33591,97088,33591,68096,164456,23500,36958,113
27554,152297,187017,177888,152637,57861,228966,152319,148863,152297,177888,176282,121598,64230,113
122823,156208,6889,51845,173776,84817,87947,156208,172613,156176,51845,40641,33961,136043,113
237866,154756,74580,84792,182695,148517,225992,154756,51271,154718,84792,48811,112945,197464,113
60286,180459,172743,62051,2299,78280,37111,180471,32917,180430,62051,217178,55946,211914,113
195859,183781,84104,44955,70939,223692,25214,183795,221422,183781,44955,51054,120213,15258,118
230794,84067,28771,95938,236468,89206,146982,84067,161712,84034,95970,232989,22148,26307,118
189757,210542,101621,60969,160449,155967,65265,210542,67408,210516,61001,124452,138522,43123,118
215355,184617,142482,71053,80994,244942,152238,184617,24329,184582,71053,145071,23905,69646,118
162333,71192,29962,245719,153648,160912,162939,71192,124740,71192,245751,78317,128207,203773,118
86012,99881,147089,93758,214970,157561,172101,99881,38120,99854,93793,146304,212275,211881,118
66365,114204,138173,188618,163640,194984,231345,114212,101109,114204,188618,122281,78066,214994,118
238059,180937,45834,11289,156327,153047,198800,180937,148155,180903,11289,71985,45348,216878,118
88662,112472,219632,16572,153710,192548,18982,112472,195291,112472,16572,218328,209695,239681,118
216517,170327,172646,240027,84024,21257,62399,170327,1606,170304,240053,45736,119135,148434,127
210635,168861,167545,85641,121866,129877,218065,168877,153268,168823,85663,120179,210920,154815,127
31237,116393,82760,126546,116405,81203,156214,116413,15390,116369,126579,142585,194483,158425,127
247868,204865,44109,102928,177171,105559,92519,204865,228226,204835,102928,122441,150923,179618,127
195073,143597,94737,42736,158030,95094,208226,143597,120037,143569,42736,207511,65178,248364,127
174764,60793,171136,66747,61717,95427,135777,60816,15627,60773,66747,16070,222375,41064,132
104482,82255,54459,64743,158666,159620,119305,82255,108634,82232,64773,139557,34863,50035,132
200120,35241,63452,143061,11710,230334,37007,35241,154895,35241,143061,64737,115835,69206,132
203670,225057,11509,150209,13551,174002,123601,225073,155641,225057,150209,120702,243275,117206,132
107493,240801,199311,141782,1678,1716,202062,240801,1193,240770,141814,128727,144608,197503,132
248136,37841,215842,175676,80003,243428,145449,37855,82633,37805,175720,134956,245219,7147,137
223983,236664,194403,224913,172746,134554,120413,236678,29326,236664,224940,10035,103032,16057,137
228056,146965,43752,143904,217326,32275,204935,146986,179061,146936,143904,110645,61816,56898,137
642,67966,117985,76304,132795,43546,176940,67966,138832,67966,76304,159670,105726,81511,137
44065,75712,22969,139398,97766,102770,150824,75726,241144,75674,139398,161845,233487,87197,137
140575,123823,44006,227856,177793,95676,224939,123823,175641,123789,227877,773,89393,95032,137
117995,90165,27015,143904,143339,172676,20632,90176,125965,90127,143938,242251,45021,102434,137
103823,203936,140501,122843,128557,59725,193154,203936,104590,203936,122873,25581,117090,103987,137
143371,179184,188886,192624,97547,12960,152521,179184,142572,179153,192624,141311,40916,173075,137
198697,103860,108244,165183,236096,44728,221615,103860,139155,103833,165207,78057,226226,234155,137
14279,142110,24646,129902,195831,223465,117826,142110,67395,142081,129902,186199,11908,18084,147
117905,10738,218190,101388,38627,45872,89905,10754,14579,10701,101388,34375,55250,62573,147
239235,79004,207824,113806,118559,117479,76548,79004,24985,78972,113832,116490,173352,81701,147
200058,224807,239140,133737,176817,104362,134600,224820,61567,224778,133737,51599,110068,119733,147
64479,237459,105916,134583,173149,155265,87785,237459,174633,237459,134583,194304,68706,130975,147
158388,182565,175750,171897,186071,157625,54584,182565,172013,182565,171925,13924,20166,219289,147
203967,142768,156376,39942,157679,18533,151602,142781,211003,142739,39942,122257,186268,33612,153
87791,144206,61850,52480,100377,238618,33736,144206,45048,144169,52511,171948,45499,38197,153
249203,193950,186884,52727,8664,142962,135145,193966,198090,193917,52727,77925,101239,46462,153
217131,219680,216692,56294,30069,134796,239774,219680,49784,219680,56323,88209,11543,52845,153
80136,176185,113028,77565,163730,117453,19684,176185,170288,176185,77565,69147,183778,57554,153
237420,40374,145960,95817,129414,6951,150020,40374,13033,40374,95817,7715,100181,62638,153
153906,68880,185316,22959,181487,130125,195418,68880,167141,68857,22984,134419,237993,74043,153
165058,29547,97318,239302,9130,135768,46094,29547,146834,29521,239342,159164,94491,86400,153
132797,246677,153473,111435,109893,69250,218440,246677,9717,246677,111469,66930,124988,93707,153
234448,101141,198330,241430,119397,134596,226055,101141,142672,101106,241463,136464,29006,143808,153
212124,158670,162277,4710,203663,34047,186249,158670,186615,158670,4750,38914,129838,162452,153
171499,223431,129177,165602,3084,40238,99128,223448,136911,223394,165602,166940,10651,169770,153
224746,17395,101164,216685,147551,152905,233543,17395,159437,17395,216709,92549,38472,197829,153
69331,225807,42294,237790,234713,124552,84035,225807,52479,225782,237790,62583,240260,207071,153
138242,209612,192667,248933,131200,7232,97127,209623,238241,209612,248933,11922,215505,221147,153
60582,242539,17094,187865,31217,228542,234584,242539,24541,242539,187865,196779,37048,235025,153
34933,224619,52149,166982,118798,139944,89981,224637,194290,224580,166982,143660,31024,247482,153
5109,210901,118128,221644,16581,113383,58412,210918,35413,210901,221644,17159,135463,3971,170
23792,196284,100318,172500,249719,109393,28177,196299,184524,196284,172500,99193,207681,25926,170
226546,47233,129504,107972,65070,152050,15947,47233,208356,47206,108006,125281,188320,49290,170
112177,216335,244242,216092,211127,188911,55447,216335,128228,216335,216119,55525,90320,71941,170
15741,159457,234707,123260,194418,121850,100939,159477,26452,159421,123260,97240,44791,80915,170
123297,46515,235848,119581,74537,63066,72779,46534,52620,46515,119618,195723,81098,112454,170
15406,218546,59996,70889,164124,225901,117747,218546,197756,218546,70889,227879,192533,132576,170
182065,235774,80452,137568,133848,68420,55314,235774,150475,235774,137568,102540,216284,152193,170
166651,1038,152108,248273,226338,76596,114242,1052,207032,1038,248314,89862,185160,188154,170
110483,97683,168309,28780,12202,239020,45889,97683,49948,97683,28780,194626,92494,197633,170
179441,81421,68233,39942,158266,121470,18065,81421,235760,81399,39942,144020,149200,202063,170
17718,151965,22817,226094,56070,85730,92772,151977,26912,151965,226121,104519,66174,212246,170
136472,135315,167368,215916,19675,77046,163308,135315,155953,135279,215916,127156,176281,213935,170
163883,228779,136406,133005,140248,233304,236298,228789,5047,228741,133028,221787,205745,214957,170
240860,102829,159374,176602,158695,59848,196520,102829,76844,102805,176602,41055,19525,41873,184
61130,82424,101765,97044,216420,218010,40664,82453,139648,82388,97044,123434,98833,59255,184
46343,134526,82824,67006,19345,78106,19583,134526,125222,134489,67035,201246,123534,66892,184
20446,135887,151691,212222,212094,239301,179896,135887,71836,135860,212263,27661,194491,108056,184
155416,7394,61503,49894,229236,248598,124277,7409,204292,7394,49917,107293,171380,113440,184
98361,195270,158633,117370,172667,37382,90679,195270,225885,195270,117397,124551,248180,15042,189
37155,216959,70621,224847,173120,40707,63092,216959,90101,216959,224847,110544,76480,76480,189
128025,109359,25718,154947,171442,82545,49108,109359,153848,109359,154947,171244,162992,85505,189
136593,174726,164685,28105,220663,215271,241527,174741,136840,174689,28105,107692,150271,89716,189
91706,56544,69708,63067,223490,162961,120776,56562,60649,56544,63091,151337,57961,102574,189
222730,181975,236010,149221,243091,9737,109202,181975,173584,181975,149248,242471,54905,127439,189
17509,184282,107341,202236,225095,122087,127574,184298,246303,184282,202236,171002,232512,150894,189
241461,194242,165126,102112,104670,107181,158366,194242,110308,194217,102112,117106,3384,175420,189
238975,107124,115285,141199,247058,42494,131868,107140,102383,107124,141229,131047,193464,185550,189
149089,144789,194282,172433,43237,128550,95650,144789,135736,144766,172460,157248,163856,211088,189
142215,51082,105566,47581,249502,225697,218978,51082,74,51082,47581,172801,77222,235894,189
21043,14538,73742,117961,242139,170013,217618,14538,86380,14538,117961,214084,181019,21521,200
213034,60035,104094,213650,61353,205374,52607,60053,96719,60002,213650,216343,201015,36341,200
21855,186094,240580,54471,33676,211489,4233,186113,45519,186094,54504,211138,129527,45666,200
42121,44185,33438,237654,92672,98585,113396,44185,183985,44185,237690,212794,80303,181668,200
150998,88976,4487,172639,27296,211222,231451,88976,247856,88950,172639,136560,79793,190775,200
179923,161103,38603,239619,195147,244837,226625,161103,138111,161080,239659,124621,146115,229782,200
211469,38752,93893,165233,118900,215974,199674,38764,118587,38709,165274,196808,109439,12722,206
69560,117013,19470,213444,49455,53283,144883,117013,223359,117013,213468,165039,165671,33612,206
120404,198797,153984,219585,30040,114992,234687,198813,159467,198797,219585,1751,237941,47587,206
173999,175798,61470,69098,38495,49628,23765,175812,92360,175761,69128,175911,169590,90767,206
149159,84700,221908,132684,188925,119902,78171,84700,105731,84700,132712,107293,63983,102371,206
149825,15021,127446,73476,136964,235429,244200,15021,232621,14994,73476,224255,32525,140811,206
129463,249744,243371,125774,101745,10501,112151,249766,157630,249712,125774,52724,95528,142572,206
138963,24421,14556,49051,122003,66754,215851,24431,88735,24399,49051,31242,39349,239737,206
167793,68362,25991,195635,17796,26511,58065,68362,35213,68362,195635,20112,89387,247106,206
35200,191557,161759,235704,247567,84137,101576,191557,85364,191557,235704,152126,59361,38739,215
165139,178933,142161,202954,20843,80566,29672,178933,67894,178908,202979,232345,137170,54585,215
165658,131239,111767,167214,229076,152322,197707,131253,4509,131239,167244,110935,127820,89439,215
83819,218873,151611,180824,29707,50157,113965,218873,184952,218873,180852,32885,236600,104168,215
9827,118428,151594,27104,232750,169741,60394,118439,247856,118398,27104,36320,147765,146959,215
169861,245197,6853,217779,157466,94084,59475,245197,247772,245172,217779,46672,40730,170629,215
231044,52939,178391,76497,87195,120767,182443,52939,55596,52939,76533,248934,241473,183038,215
141104,141615,67856,154424,51262,163107,56977,141615,66586,141615,154450,213866,116955,229760,215
229304,115238,236033,39763,240831,102422,233088,115238,159577,115238,39790,226790,68138,15578,223
223907,127560,204442,88036,92781,47441,167159,127560,20700,127560,88036,165001,215373,83680,223
229452,22362,77137,54471,217131,190273,15386,22380,96157,22328,54471,146433,73514,126653,223
246407,227469,81579,89508,244956,235489,238678,227484,163110,227469,89545,182720,192472,145408,223
205351,149505,108712,172295,35896,8185,120160,149524,225252,149505,172331,240064,124090,163308,223
112623,217624,187304,72597,125247,191487,236690,217637,161332,217624,72597,13351,153059,208689,223
103400,176920,14157,58747,144896,209327,42190,176920,51233,176920,58747,1682,23840,213647,223
78657,59826,106235,140470,243999,190481,92494,59845,247371,59826,140496,109902,87047,225985,223
20959,142794,53130,216092,167376,109068,243545,142800,238610,142794,216119,222567,190621,1067,231
184092,159022,121506,36697,59358,243258,214461,159022,168537,158985,36725,56155,180944,5849,231
8527,132854,129714,71117,248898,224531,220672,132854,31197,132854,71117,208112,38602,45310,231
88516,54975,229767,91657,232270,202173,125488,54989,70142,54941,91683,198071,196816,57927,231
31300,70297,59328,129844,124279,74415,63941,70312,166423,70267,129844,32160,232834,173860,231
36035,71537,37989,79668,19239,249516,608,71549,226813,71537,79668,15501,79255,182992,231
40724,39443,35298,211834,90409,233437,138958,39457,209272,39443,211867,12519,223952,237476,231
124477,115869,199112,111838,202892,99019,57724,115869,140871,115869,111877,68557,111568,26858,238
232854,32310,75361,151291,77479,52542,239867,32310,55759,32278,151327,64656,118286,40651,238
215745,156522,154611,82529,20070,37143,61020,156522,160142,156492,82529,216404,98833,64537,238
182452,124208,36006,219020,43199,121591,239277,124208,48716,124174,219048,144648,194072,177436,238
143865,23908,200265,218173,208276,3844,61523,23928,63271,23908,218202,110775,100446,194622,238
239635,200074,91854,180926,184576,236655,187232,200094,34340,200074,180958,28508,112332,18047,243
207734,66222,102449,32492,74196,51183,206686,66222,228897,66222,32492,198903,157245,35550,243
224671,2636,175217,120608,227119,213862,101201,2636,83349,2636,120608,69695,105010,137177,243
27152,20454,178723,129168,129760,40924,123178,20454,123870,20454,129168,173279,174004,35337,246
94681,37650,33422,3584,22452,148405,182080,37650,100904,37615,3584,166695,216209,51264,246
39863,104599,227286,246136,207658,159829,209526,104599,249841,104599,246166,74063,49804,147510,246
129537,64526,118311,108158,15983,117219,7857,64526,182795,64526,108158,164985,73745,154721,246
153054,124535,230241,129168,149228,95886,216081,124552,87063,124535,129168,188222,172762,181097,246
111704,102349,52718,52839,4777,15960,116164,102349,37522,102317,52868,243459,67432,201213,246
107385,147001,74620,185035,226957,134197,154828,147015,136977,147001,185035,183448,103786,227262,246
28167,94584,133154,237903,1114,38440,152386,94584,4593,94551,237903,95105,214691,2817,253
64393,199046,150109,125946,106845,164660,704,199046,75695,199046,125975,54008,152704,7135,253
21103,88773,96949,170254,209796,47759,57241,88773,111188,88773,170276,166352,95139,72657,253
89093,66707,160411,13404,237926,50751,135001,66707,192657,66680,13404,158487,47819,125884,253
222745,185407,115149,106234,71687,182684,205596,185428,186965,185407,106234,191525,195364,140012,253
203923,161783,18908,108082,157003,100271,174402,161783,231545,161756,108082,92686,211328,165197,253
17814,204352,240238,218689,13518,88220,240477,204352,2422,204352,218689,117451,194311,174338,253
61798,113165,79051,27172,105631,237534,9652,113184,4201,113132,27172,224868,86658,64450,260
13813,68880,9841,7630,181487,77775,203000,68896,135736,68857,7630,76811,12409,71879,260
95402,138051,60867,105807,145942,196333,228097,138061,11383,138051,105807,139350,19636,89940,260
115985,228615,172545,245021,91845,22282,98910,228631,67966,228615,245052,160099,177781,126845,260
163181,233287,173522,28645,94008,111285,4865,233287,3054,233287,28673,114803,19820,162694,260
38971,27680,790,243297,181429,36487,3342,27680,96477,27638,243324,92229,239407,170614,260
64804,24303,4037,210483,83433,35968,89797,24303,180087,24264,210483,96816,120636,242233,260
175253,133027,12760,113001,56799,233057,104851,133040,236486,133027,113001,152610,14111,78013,267
190126,234928,92402,147710,123773,182557,60111,234928,23516,234898,147748,176655,171742,94661,267
94769,137797,113445,38274,68631,243460,222988,137797,186090,137797,38274,233061,173439,143764,267
131778,135721,24552,191964,154468,87149,222563,135736,22583,135691,191987,189627,185132,182338,267
25356,100098,197794,139833,32470,98631,79200,100114,15171,100098,139833,233159,103043,215624,267
142981,93290,8226,117887,105985,181894,169664,93306,151350,93290,117887,109956,133650,229047,267
25081,137117,85728,207603,97161,16682,162224,137117,249892,137089,207644,45464,85568,94996,273
32657,33644,87731,923,10961,64474,6859,33644,57707,33644,959,117068,49335,102923,273
56966,224492,120676,238482,80295,246096,169250,224514,148292,224458,238515,209548,234412,148741,273
204693,109298,234609,231247,152199,168072,225030,109312,153054,109298,231247,121543,96295,176611,273
225611,235016,31469,128053,152769,169629,232552,235033,165078,235016,128053,55006,166420,191349,273
131073,196717,154866,170856,125219,50900,152431,196733,37200,196717,170884,183229,227642,226159,273
147294,234279,177630,180984,161939,247053,89161,234279,47559,234250,181021,97348,13479,4006,279
137755,240954,61146,3817,49630,88139,53412,240968,157552,240954,3850,213568,167196,68678,279
65236,51756,61230,145730,211626,85864,153034,51756,41635,51756,145730,174550,66915,76662,279
92227,84518,102590,241430,131007,199588,152230,84534,25147,84518,241463,240535,154219,86952,279
34472,190142,182667,138270,54595,15133,58719,190155,180574,190142,138270,51427,27862,96682,279
15344,147968,154785,192751,35156,50329,166461,147983,12722,147968,192774,36114,184540,192916,279
120922,66860,134487,73791,36124,47875,207700,66878,8588,66860,73817,224325,8022,130343,285
172764,58098,64515,186584,214508,3209,122380,58098,138523,58062,186610,92069,8216,158701,285
91578,99155,28207,103042,214564,207076,58560,99169,132715,99124,103042,69049,141673,180446,285
173121,235560,41815,86913,66067,207800,125459,235560,165024,235516,86913,104319,227748,190730,285
146995,95674,144874,6684,116742,61935,38136,95674,196756,95642,6684,36898,214618,204759,285
224854,149218,66301,120866,189753,222589,206563,149230,93678,149218,120898,203108,237760,221223,285
98306,115566,162321,15430,106382,170761,115411,115566,59605,115566,15446,99998,63629,1706,291
141378,167905,93660,58197,73232,96660,40885,167905,98249,167905,58197,97852,208629,58568,291
190610,33015,34213,244034,48986,178764,11372,33032,7947,33015,244034,6306,77623,116718,291
135799,65702,42949,133597,160603,86201,33870,65702,82265,65682,133629,185312,234253,125236,291
92371,53625,5057,91657,58510,131809,5508,53625,2253,53594,91657,152207,217676,140672,291
110992,91,195939,10420,177991,23562,244218,103,6147,55,10420,233233,140039,190718,291
121119,54108,92191,227133,212696,92118,49270,54108,75533,54073,227161,108904,146485,238474,291
52559,97977,214761,137073,98490,33026,220874,97990,83473,97946,137104,158402,35081,245754,291
244373,200641,14185,176178,117302,142276,138816,200664,205501,200610,176213,87199,152585,246759,291
222128,42640,188391,120608,101382,120674,160499,42640,14675,42613,120608,131743,106606,17987,300
167688,163420,147657,414,167397,144355,99964,163420,148535,163420,414,89699,223331,19630,300
106333,4839,52457,101519,170506,236499,71357,4839,202809,4839,101519,180140,74767,31106,300
74575,230020,123381,28279,44476,139072,190937,230020,140127,229994,28308,214744,217247,94271,300
2498,131427,2449,201407,36926,163844,111476,131444,184952,131427,201407,58680,243686,102046,300
189876,316,153520,18481,5004,113056,38039,316,145582,292,18506,206382,219155,150161,300
237095,193706,150617,63314,181649,187260,232093,193706,58809,193678,63339,175528,246038,209884,300
205222,149191,187816,73962,180129,90172,87535,149206,219805,149160,73962,81027,143098,225325,300
22957,173594,57075,101077,124064,95105,202213,173607,140514,173566,101077,16121,240194,249844,300
236912,158423,145988,9463,126624,71095,165462,158423,248437,158423,9485,76826,130160,22910,309
50062,149388,29646,120796,247121,136477,132124,149401,4185,149388,120796,220551,137167,35998,309
61161,175856,180211,121171,57632,97701,231900,175877,167155,175826,121205,39357,197361,46739,309
249177,226692,190903,67604,4566,146908,175069,226692,131406,226662,67638,230607,184220,74242,309
185457,115263,201031,65891,761,246620,60936,115278,144344,115238,65927,28846,62064,99253,309
59514,218827,77273,24166,10533,59287,177665,218839,121684,218827,24166,194264,108378,133035,309
159833,203225,16045,13577,166730,39264,69154,203241,23763,203225,13611,206287,228198,180311,309
182541,142851,22048,144189,186740,183029,120470,142851,196041,142851,144189,171404,131779,184671,309
24509,218977,163264,121602,58391,46820,10921,218977,170563,218939,121623,232286,122264,210006,309
