1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
25,1,33,1,4,1,2342,90,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,2342,90,14,14,22,14,12,0,8,1,0
11,6,31,1,4,1,3289,90,14,14,22,14,12,0,8,1,0
0,5,30,3,2,3,2478,95,14,14,22,14,12,0,8,1,0
22,0,32,3,2,3,2512,95,14,14,22,14,12,0,8,1,0
27,3,35,3,2,3,2512,95,14,14,22,14,12,0,8,1,0
13,4,50,3,2,3,2524,95,14,14,22,14,12,0,8,1,0
25,1,33,3,2,3,2530,95,14,14,22,14,12,0,8,1,0
8,0,46,3,2,3,2633,95,14,14,22,14,12,0,8,1,0
14,5,51,3,2,3,2662,95,14,14,22,14,12,0,8,1,0
6,5,44,3,2,3,2675,95,14,14,22,14,12,0,8,1,0
7,6,45,3,2,3,2700,95,14,14,22,14,12,0,8,1,0
12,3,49,3,2,3,2710,95,14,14,22,14,12,0,8,1,0
23,6,59,3,2,3,2710,95,14,14,22,14,12,0,8,1,0
2,1,40,3,2,3,2715,95,14,14,22,14,12,0,8,1,0
9,1,47,3,2,3,2721,95,14,14,22,14,12,0,8,1,0
16,0,53,3,2,3,2721,95,14,14,22,14,12,0,8,1,0
21,5,58,3,2,3,2731,95,14,14,22,14,12,0,8,1,0
11,6,31,3,2,3,2738,95,14,14,22,14,12,0,8,1,0
15,6,52,3,2,3,2777,95,14,14,22,14,12,0,8,1,0
26,2,34,3,2,3,2795,95,14,14,22,14,12,0,8,1,0
10,2,48,3,2,3,2830,95,14,14,22,14,12,0,8,1,0
1,0,39,3,2,3,2833,95,14,14,22,14,12,0,8,1,0
5,4,43,3,2,3,2840,95,14,14,22,14,12,0,8,1,0
20,4,57,3,2,3,2841,95,14,14,22,14,12,0,8,1,0
28,4,36,3,2,3,2847,95,14,14,22,14,12,0,8,1,0
18,2,55,3,2,3,2847,95,14,14,22,14,12,0,8,1,0
24,0,60,3,2,3,2850,95,14,14,22,14,12,0,8,1,0
3,2,41,3,2,3,2941,95,14,14,22,14,12,0,8,1,0
19,3,56,3,2,3,2948,95,14,14,22,14,12,0,8,1,0
29,5,37,3,2,3,2950,95,14,14,22,14,12,0,8,1,0
4,3,42,3,2,3,2950,95,14,14,22,14,12,0,8,1,0
30,6,38,3,2,3,2952,95,14,14,22,14,12,0,8,1,0
26,2,34,1,4,1,734,113,14,14,22,14,12,0,8,1,0
5,4,43,1,4,1,734,113,14,14,22,14,12,0,8,1,0
22,0,32,1,4,1,737,113,14,14,22,14,12,0,8,1,0
3,2,41,1,4,1,747,113,14,14,22,14,12,0,8,1,0
29,5,37,1,4,1,766,113,14,14,22,14,12,0,8,1,0
9,1,47,1,4,1,766,113,14,14,22,14,12,0,8,1,0
17,1,54,1,4,1,779,113,14,14,22,14,12,0,8,1,0
19,3,56,1,4,1,779,113,14,14,22,14,12,0,8,1,0
14,5,51,1,4,1,1403,113,14,14,22,14,12,0,8,1,0
13,4,50,1,4,1,1407,113,14,14,22,14,12,0,8,1,0
15,6,52,1,4,1,1422,113,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,1422,113,14,14,22,14,12,0,8,1,0
23,6,59,1,4,1,1860,113,14,14,22,14,12,0,8,1,0
6,5,44,1,4,1,1914,113,14,14,22,14,12,0,8,1,0
18,2,55,1,4,1,1919,113,14,14,22,14,12,0,8,1,0
16,0,53,1,4,1,1924,113,14,14,22,14,12,0,8,1,0
20,4,57,1,4,1,1983,113,14,14,22,14,12,0,8,1,0
21,5,58,1,4,1,2002,113,14,14,22,14,12,0,8,1,0
8,0,46,1,4,1,2111,113,14,14,22,14,12,0,8,1,0
10,2,48,1,4,1,2176,113,14,14,22,14,12,0,8,1,0
2,1,40,1,4,1,2182,113,14,14,22,14,12,0,8,1,0
1,0,39,1,4,1,2270,113,14,14,22,14,12,0,8,1,0
25,1,33,1,4,1,2292,113,14,14,22,14,12,0,8,1,0
7,6,45,1,4,1,2297,113,14,14,22,14,12,0,8,1,0
12,3,49,1,4,1,2303,113,14,14,22,14,12,0,8,1,0
28,4,36,1,4,1,2319,113,14,14,22,14,12,0,8,1,0
4,3,42,1,4,1,3212,113,14,14,22,14,12,0,8,1,0
11,6,31,1,4,1,3316,113,14,14,22,14,12,0,8,1,0
30,6,38,1,4,1,3363,113,14,14,22,14,12,0,8,1,0
0,5,30,1,4,1,3433,113,14,14,22,14,12,0,8,1,0
27,3,35,1,4,1,3451,113,14,14,22,14,12,0,8,1,0
5,4,43,10,5,10,75,118,14,14,22,14,12,0,8,1,0
10,2,48,10,5,10,116,118,14,14,22,14,12,0,8,1,0
14,5,51,10,5,10,191,118,14,14,22,14,12,0,8,1,0
25,1,33,10,5,10,194,118,14,14,22,14,12,0,8,1,0
3,2,41,10,5,10,195,118,14,14,22,14,12,0,8,1,0
8,0,46,10,5,10,337,118,14,14,22,14,12,0,8,1,0
13,4,50,10,5,10,563,118,14,14,22,14,12,0,8,1,0
11,6,31,10,5,10,838,118,14,14,22,14,12,0,8,1,0
4,3,42,10,5,10,840,118,14,14,22,14,12,0,8,1,0
30,6,38,10,5,10,967,118,14,14,22,14,12,0,8,1,0
6,5,44,10,5,10,1119,118,14,14,22,14,12,0,8,1,0
21,5,58,10,5,10,2060,118,14,14,22,14,12,0,8,1,0
26,2,34,10,5,10,3112,118,14,14,22,14,12,0,8,1,0
15,6,52,10,5,10,3267,118,14,14,22,14,12,0,8,1,0
7,6,45,10,5,10,3268,118,14,14,22,14,12,0,8,1,0
17,1,54,10,5,10,3269,118,14,14,22,14,12,0,8,1,0
9,1,47,10,5,10,3271,118,14,14,22,14,12,0,8,1,0
27,3,35,10,5,10,3274,118,14,14,22,14,12,0,8,1,0
0,5,30,10,5,10,3278,118,14,14,22,14,12,0,8,1,0
28,4,36,10,5,10,3278,118,14,14,22,14,12,0,8,1,0
29,5,37,10,5,10,3346,118,14,14,22,14,12,0,8,1,0
18,2,55,10,5,10,3346,118,14,14,22,14,12,0,8,1,0
2,1,40,10,5,10,3348,118,14,14,22,14,12,0,8,1,0
23,6,59,10,5,10,3386,118,14,14,22,14,12,0,8,1,0
1,0,39,10,5,10,3401,118,14,14,22,14,12,0,8,1,0
20,4,57,10,5,10,3401,118,14,14,22,14,12,0,8,1,0
19,3,56,10,5,10,3405,118,14,14,22,14,12,0,8,1,0
16,0,53,10,5,10,3432,118,14,14,22,14,12,0,8,1,0
22,0,32,10,5,10,3839,118,14,14,22,14,12,0,8,1,0
24,0,60,10,5,10,3839,118,14,14,22,14,12,0,8,1,0
12,3,49,10,5,10,3841,118,14,14,22,14,12,0,8,1,0
28,4,36,10,5,10,763,145,14,14,22,14,12,0,8,1,0
23,6,59,10,5,10,841,145,14,14,22,14,12,0,8,1,0
27,3,35,10,5,10,891,145,14,14,22,14,12,0,8,1,0
22,0,32,10,5,10,978,145,14,14,22,14,12,0,8,1,0
6,5,44,10,5,10,978,145,14,14,22,14,12,0,8,1,0
19,3,56,10,5,10,1047,145,14,14,22,14,12,0,8,1,0
21,5,58,10,5,10,1047,145,14,14,22,14,12,0,8,1,0
25,1,33,10,5,10,1049,145,14,14,22,14,12,0,8,1,0
14,5,51,10,5,10,1049,145,14,14,22,14,12,0,8,1,0
2,1,40,10,5,10,1050,145,14,14,22,14,12,0,8,1,0
9,1,47,10,5,10,1050,145,14,14,22,14,12,0,8,1,0
8,0,46,10,5,10,1052,145,14,14,22,14,12,0,8,1,0
12,3,49,10,5,10,1053,145,14,14,22,14,12,0,8,1,0
18,2,55,10,5,10,1053,145,14,14,22,14,12,0,8,1,0
4,3,42,10,5,10,1062,145,14,14,22,14,12,0,8,1,0
13,4,50,10,5,10,1062,145,14,14,22,14,12,0,8,1,0
26,2,34,10,5,10,1119,145,14,14,22,14,12,0,8,1,0
20,4,57,10,5,10,1130,145,14,14,22,14,12,0,8,1,0
11,6,31,10,5,10,1176,145,14,14,22,14,12,0,8,1,0
1,0,39,10,5,10,1179,145,14,14,22,14,12,0,8,1,0
17,1,54,10,5,10,1585,145,14,14,22,14,12,0,8,1,0
3,2,41,10,5,10,1658,145,14,14,22,14,12,0,8,1,0
30,6,38,10,5,10,2018,145,14,14,22,14,12,0,8,1,0
24,0,60,10,5,10,2907,145,14,14,22,14,12,0,8,1,0
7,6,45,10,5,10,3040,145,14,14,22,14,12,0,8,1,0
16,0,53,10,5,10,3193,145,14,14,22,14,12,0,8,1,0
5,4,43,10,5,10,3196,145,14,14,22,14,12,0,8,1,0
15,6,52,10,5,10,3197,145,14,14,22,14,12,0,8,1,0
10,2,48,10,5,10,3199,145,14,14,22,14,12,0,8,1,0
0,5,30,10,5,10,3577,145,14,14,22,14,12,0,8,1,0
29,5,37,10,5,10,3577,145,14,14,22,14,12,0,8,1,0
10,2,48,1,4,1,737,157,14,14,22,14,12,0,8,1,0
7,6,45,1,4,1,742,157,14,14,22,14,12,0,8,1,0
14,5,51,1,4,1,747,157,14,14,22,14,12,0,8,1,0
3,2,41,1,4,1,766,157,14,14,22,14,12,0,8,1,0
6,5,44,1,4,1,766,157,14,14,22,14,12,0,8,1,0
28,4,36,1,4,1,779,157,14,14,22,14,12,0,8,1,0
23,6,59,1,4,1,779,157,14,14,22,14,12,0,8,1,0
19,3,56,1,4,1,785,157,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,798,157,14,14,22,14,12,0,8,1,0
12,3,49,1,4,1,1403,157,14,14,22,14,12,0,8,1,0
13,4,50,1,4,1,1403,157,14,14,22,14,12,0,8,1,0
15,6,52,1,4,1,1407,157,14,14,22,14,12,0,8,1,0
18,2,55,1,4,1,1422,157,14,14,22,14,12,0,8,1,0
11,6,31,1,4,1,1909,157,14,14,22,14,12,0,8,1,0
25,1,33,1,4,1,1961,157,14,14,22,14,12,0,8,1,0
4,3,42,1,4,1,1997,157,14,14,22,14,12,0,8,1,0
1,0,39,1,4,1,2032,157,14,14,22,14,12,0,8,1,0
21,5,58,1,4,1,2043,157,14,14,22,14,12,0,8,1,0
9,1,47,1,4,1,2094,157,14,14,22,14,12,0,8,1,0
16,0,53,1,4,1,2165,157,14,14,22,14,12,0,8,1,0
8,0,46,1,4,1,2253,157,14,14,22,14,12,0,8,1,0
22,0,32,1,4,1,2292,157,14,14,22,14,12,0,8,1,0
2,1,40,1,4,1,2303,157,14,14,22,14,12,0,8,1,0
20,4,57,1,4,1,2325,157,14,14,22,14,12,0,8,1,0
0,5,30,1,4,1,2511,157,14,14,22,14,12,0,8,1,0
26,2,34,1,4,1,2518,157,14,14,22,14,12,0,8,1,0
29,5,37,1,4,1,2693,157,14,14,22,14,12,0,8,1,0
27,3,35,1,4,1,3289,157,14,14,22,14,12,0,8,1,0
30,6,38,1,4,1,3409,157,14,14,22,14,12,0,8,1,0
29,5,37,1,4,1,734,179,14,14,22,14,12,0,8,1,0
27,3,35,1,4,1,747,179,14,14,22,14,12,0,8,1,0
11,6,31,1,4,1,753,179,14,14,22,14,12,0,8,1,0
30,6,38,1,4,1,753,179,14,14,22,14,12,0,8,1,0
3,2,41,1,4,1,753,179,14,14,22,14,12,0,8,1,0
12,3,49,1,4,1,766,179,14,14,22,14,12,0,8,1,0
26,2,34,1,4,1,785,179,14,14,22,14,12,0,8,1,0
13,4,50,1,4,1,789,179,14,14,22,14,12,0,8,1,0
14,5,51,1,4,1,789,179,14,14,22,14,12,0,8,1,0
17,1,54,1,4,1,789,179,14,14,22,14,12,0,8,1,0
28,4,36,1,4,1,798,179,14,14,22,14,12,0,8,1,0
23,6,59,1,4,1,1887,179,14,14,22,14,12,0,8,1,0
0,5,30,1,4,1,1893,179,14,14,22,14,12,0,8,1,0
22,0,32,1,4,1,1893,179,14,14,22,14,12,0,8,1,0
5,4,43,1,4,1,1898,179,14,14,22,14,12,0,8,1,0
21,5,58,1,4,1,1969,179,14,14,22,14,12,0,8,1,0
4,3,42,1,4,1,1990,179,14,14,22,14,12,0,8,1,0
20,4,57,1,4,1,2002,179,14,14,22,14,12,0,8,1,0
7,6,45,1,4,1,2011,179,14,14,22,14,12,0,8,1,0
9,1,47,1,4,1,2011,179,14,14,22,14,12,0,8,1,0
15,6,52,1,4,1,2026,179,14,14,22,14,12,0,8,1,0
6,5,44,1,4,1,2043,179,14,14,22,14,12,0,8,1,0
8,0,46,1,4,1,2043,179,14,14,22,14,12,0,8,1,0
10,2,48,1,4,1,2043,179,14,14,22,14,12,0,8,1,0
19,3,56,1,4,1,2088,179,14,14,22,14,12,0,8,1,0
1,0,39,1,4,1,2094,179,14,14,22,14,12,0,8,1,0
2,1,40,1,4,1,2151,179,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,2170,179,14,14,22,14,12,0,8,1,0
16,0,53,1,4,1,2253,179,14,14,22,14,12,0,8,1,0
18,2,55,1,4,1,2270,179,14,14,22,14,12,0,8,1,0
25,1,33,1,4,1,2297,179,14,14,22,14,12,0,8,1,0
9,1,47,1,4,1,747,224,14,14,22,14,12,0,8,1,0
5,4,43,1,4,1,798,224,14,14,22,14,12,0,8,1,0
21,5,58,1,4,1,798,224,14,14,22,14,12,0,8,1,0
13,4,50,1,4,1,1403,224,14,14,22,14,12,0,8,1,0
14,5,51,1,4,1,1422,224,14,14,22,14,12,0,8,1,0
29,5,37,1,4,1,1887,224,14,14,22,14,12,0,8,1,0
28,4,36,1,4,1,1909,224,14,14,22,14,12,0,8,1,0
20,4,57,1,4,1,1969,224,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,2037,224,14,14,22,14,12,0,8,1,0
1,0,39,1,4,1,2188,224,14,14,22,14,12,0,8,1,0
6,5,44,1,4,1,2270,224,14,14,22,14,12,0,8,1,0
8,0,46,1,4,1,2292,224,14,14,22,14,12,0,8,1,0
2,1,40,1,4,1,2319,224,14,14,22,14,12,0,8,1,0
0,5,30,1,4,1,2568,224,14,14,22,14,12,0,8,1,0
17,1,54,1,4,1,2583,224,14,14,22,14,12,0,8,1,0
25,1,33,1,4,1,3002,224,14,14,22,14,12,0,8,1,0
16,0,53,1,4,1,3367,224,14,14,22,14,12,0,8,1,0
22,0,32,1,4,1,3418,224,14,14,22,14,12,0,8,1,0
9,1,47,10,5,10,191,238,14,14,22,14,12,0,8,1,0
25,1,33,10,5,10,197,238,14,14,22,14,12,0,8,1,0
1,0,39,10,5,10,197,238,14,14,22,14,12,0,8,1,0
28,4,36,10,5,10,280,238,14,14,22,14,12,0,8,1,0
14,5,51,10,5,10,611,238,14,14,22,14,12,0,8,1,0
2,1,40,10,5,10,613,238,14,14,22,14,12,0,8,1,0
13,4,50,10,5,10,763,238,14,14,22,14,12,0,8,1,0
8,0,46,10,5,10,834,238,14,14,22,14,12,0,8,1,0
27,3,35,10,5,10,843,238,14,14,22,14,12,0,8,1,0
3,2,41,10,5,10,1017,238,14,14,22,14,12,0,8,1,0
16,0,53,10,5,10,1019,238,14,14,22,14,12,0,8,1,0
6,5,44,10,5,10,1021,238,14,14,22,14,12,0,8,1,0
26,2,34,10,5,10,1026,238,14,14,22,14,12,0,8,1,0
24,0,60,10,5,10,1056,238,14,14,22,14,12,0,8,1,0
10,2,48,10,5,10,1136,238,14,14,22,14,12,0,8,1,0
17,1,54,10,5,10,3107,238,14,14,22,14,12,0,8,1,0
23,6,59,10,5,10,3109,238,14,14,22,14,12,0,8,1,0
22,0,32,10,5,10,3115,238,14,14,22,14,12,0,8,1,0
5,4,43,10,5,10,3115,238,14,14,22,14,12,0,8,1,0
21,5,58,10,5,10,3116,238,14,14,22,14,12,0,8,1,0
18,2,55,10,5,10,3194,238,14,14,22,14,12,0,8,1,0
19,3,56,10,5,10,3198,238,14,14,22,14,12,0,8,1,0
20,4,57,10,5,10,3198,238,14,14,22,14,12,0,8,1,0
0,5,30,10,5,10,3246,238,14,14,22,14,12,0,8,1,0
30,6,38,10,5,10,3267,238,14,14,22,14,12,0,8,1,0
7,6,45,10,5,10,3274,238,14,14,22,14,12,0,8,1,0
4,3,42,10,5,10,3278,238,14,14,22,14,12,0,8,1,0
12,3,49,10,5,10,3339,238,14,14,22,14,12,0,8,1,0
11,6,31,10,5,10,3404,238,14,14,22,14,12,0,8,1,0
15,6,52,10,5,10,3840,238,14,14,22,14,12,0,8,1,0
4,3,42,1,4,1,734,355,14,14,22,14,12,0,8,1,0
0,5,30,1,4,1,737,355,14,14,22,14,12,0,8,1,0
1,0,39,1,4,1,737,355,14,14,22,14,12,0,8,1,0
7,6,45,1,4,1,737,355,14,14,22,14,12,0,8,1,0
16,0,53,1,4,1,737,355,14,14,22,14,12,0,8,1,0
25,1,33,1,4,1,742,355,14,14,22,14,12,0,8,1,0
10,2,48,1,4,1,742,355,14,14,22,14,12,0,8,1,0
13,4,50,1,4,1,742,355,14,14,22,14,12,0,8,1,0
17,1,54,1,4,1,742,355,14,14,22,14,12,0,8,1,0
21,5,58,1,4,1,742,355,14,14,22,14,12,0,8,1,0
29,5,37,1,4,1,747,355,14,14,22,14,12,0,8,1,0
5,4,43,1,4,1,747,355,14,14,22,14,12,0,8,1,0
12,3,49,1,4,1,747,355,14,14,22,14,12,0,8,1,0
26,2,34,1,4,1,753,355,14,14,22,14,12,0,8,1,0
19,3,56,1,4,1,753,355,14,14,22,14,12,0,8,1,0
22,0,32,1,4,1,774,355,14,14,22,14,12,0,8,1,0
8,0,46,1,4,1,774,355,14,14,22,14,12,0,8,1,0
6,5,44,1,4,1,779,355,14,14,22,14,12,0,8,1,0
14,5,51,1,4,1,779,355,14,14,22,14,12,0,8,1,0
18,2,55,1,4,1,779,355,14,14,22,14,12,0,8,1,0
11,6,31,1,4,1,789,355,14,14,22,14,12,0,8,1,0
2,1,40,1,4,1,798,355,14,14,22,14,12,0,8,1,0
9,1,47,1,4,1,798,355,14,14,22,14,12,0,8,1,0
15,6,52,1,4,1,798,355,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,1407,355,14,14,22,14,12,0,8,1,0
23,6,59,1,4,1,1419,355,14,14,22,14,12,0,8,1,0
20,4,57,1,4,1,1422,355,14,14,22,14,12,0,8,1,0
3,2,41,1,4,1,2141,355,14,14,22,14,12,0,8,1,0
30,6,38,1,4,1,2253,355,14,14,22,14,12,0,8,1,0
28,4,36,1,4,1,2277,355,14,14,22,14,12,0,8,1,0
27,3,35,1,4,1,2319,355,14,14,22,14,12,0,8,1,0
19,3,56,1,4,1,1893,399,14,14,22,14,12,0,8,1,0
4,3,42,1,4,1,1898,399,14,14,22,14,12,0,8,1,0
18,2,55,1,4,1,1919,399,14,14,22,14,12,0,8,1,0
23,6,59,1,4,1,1919,399,14,14,22,14,12,0,8,1,0
30,6,38,1,4,1,1997,399,14,14,22,14,12,0,8,1,0
5,4,43,1,4,1,1997,399,14,14,22,14,12,0,8,1,0
10,2,48,1,4,1,2007,399,14,14,22,14,12,0,8,1,0
12,3,49,1,4,1,2011,399,14,14,22,14,12,0,8,1,0
15,6,52,1,4,1,2151,399,14,14,22,14,12,0,8,1,0
8,0,46,1,4,1,2156,399,14,14,22,14,12,0,8,1,0
7,6,45,1,4,1,2165,399,14,14,22,14,12,0,8,1,0
9,1,47,1,4,1,2188,399,14,14,22,14,12,0,8,1,0
13,4,50,1,4,1,2242,399,14,14,22,14,12,0,8,1,0
16,0,53,1,4,1,2242,399,14,14,22,14,12,0,8,1,0
20,4,57,1,4,1,2264,399,14,14,22,14,12,0,8,1,0
3,2,41,1,4,1,2277,399,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,2310,399,14,14,22,14,12,0,8,1,0
22,0,32,1,4,1,2588,399,14,14,22,14,12,0,8,1,0
26,2,34,1,4,1,3289,399,14,14,22,14,12,0,8,1,0
28,4,36,1,4,1,3367,399,14,14,22,14,12,0,8,1,0
1,0,39,1,4,1,3367,399,14,14,22,14,12,0,8,1,0
6,5,44,1,4,1,3367,399,14,14,22,14,12,0,8,1,0
29,5,37,1,4,1,3409,399,14,14,22,14,12,0,8,1,0
11,6,31,1,4,1,3418,399,14,14,22,14,12,0,8,1,0
27,3,35,1,4,1,3418,399,14,14,22,14,12,0,8,1,0
14,5,51,1,4,1,3418,399,14,14,22,14,12,0,8,1,0
21,5,58,1,4,1,3436,399,14,14,22,14,12,0,8,1,0
0,5,30,1,4,1,3451,399,14,14,22,14,12,0,8,1,0
2,1,40,1,4,1,3456,399,14,14,22,14,12,0,8,1,0
25,1,33,1,4,1,3460,399,14,14,22,14,12,0,8,1,0
24,0,60,1,4,1,1893,421,14,14,22,14,12,0,8,1,0
6,5,44,1,4,1,1919,421,14,14,22,14,12,0,8,1,0
8,0,46,1,4,1,1919,421,14,14,22,14,12,0,8,1,0
7,6,45,1,4,1,1997,421,14,14,22,14,12,0,8,1,0
13,4,50,1,4,1,1997,421,14,14,22,14,12,0,8,1,0
14,5,51,1,4,1,2002,421,14,14,22,14,12,0,8,1,0
9,1,47,1,4,1,2015,421,14,14,22,14,12,0,8,1,0
